ID,Name (in Turkey),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Turkey),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Turkey),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Turkey),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Turkey),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Turkey),Ingredients of a standard portion for an adult (in English),Recipe (in Turkey),Recipe (in English),Tip (in Turkey),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
2128,Kuru erik hoşafı,Dried prune compote,,,"100 ml su
75 g kuru erik 
10 g şeker","100 ml water
75 g dried prune
10 g sugar","150 ml su
100 g kuru erik
10 g şeker","150 ml water
100 g dried prune 
10 g sugar","200 ml su
150 g kuru erik
15 g şeker","200 ml water 
150 g dried prune
15 g sugar","200 ml su
180 g kuru erik
15 g şeker","200 ml water 
180 g dried prune 
15 g sugar ",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,Finely chop the fruit. Boil for 20 minutes with water and sugar.,,,180,,,45,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2129,Sebzeli dürüm,Vegetable wrap,,," lavaş: 25 g
 kaşar peynir: 40 g
 domates:  55 g
yeşil biber: 50 g 
 mantar: 50 g
zeytinyağı: 5 ml 
tuz: 1 g ","lavash: 25 g 
 kashar cheese: 40 g
 tomato: 55 g
 green pepper: 50 g
mushroom: 50 g 
olive oil: 5 ml 
salt: 1 g "," lavaş: 40 g
 kaşar peynir: 40 g
 domates:  55 g
yeşil biber: 50 g 
 mantar: 50 g
zeytinyağı: 5 ml 
tuz: 1 g","lavash: 40 g 
 kashar cheese: 40 g
 tomato: 55 g
 green pepper: 50 g
mushroom: 50 g 
olive oil: 5 ml 
salt: 1 g"," lavaş: 50 g
 kaşar peynir: 40 g
 domates: 110 g
 yeşil biber: 75 g
 mantar: 75 g
zeytinyağı: 10 ml 
 tuz: 2 g"," lavash: 50 g
 kashar cheese: 40 g
 tomato: 110 g
green pepper: 75 g 
 mushroom: 75 g
olive oil: 10 g 
 salt: 2 g"," lavaş: 50 g
 kaşar peynir: 40 g
 domates: 110 g
 yeşil biber: 75 g
 mantar: 75 g
zeytinyağı: 10 ml 
 tuz: 2 g","lavash: 50 g
 kashar cheese: 40 g
 tomato: 110 g
green pepper: 75 g 
 mushroom: 75 g
olive oil: 10 g 
 salt: 2 g","Zeytinyağlı bir tavada mantarları ve yeşil biberleri soteleyin. Sotelenmiş sebzeleri, kaşar peynirini ve domates dilimlerini lavaşa ekleyip sarın.","Saute mushrooms and green peppers in a pan with olive oil. Add sautéed vegetables, cheddar cheese and tomato slices to the lavash and wrap it up.",,,315.7,11.8,16.5,30,first,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2130,Yarım yağlı ayran,Semi fat ayran,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,87,6,3,9,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2131,İncir ,Fig,,,75 g ,75 g,100 g ,100 g ,150 g,150 g ,180 g ,180 g,,,,,90,,,22.5,semi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2132,Badem,Almond,,,10 g,10 g,15 g,15 g,30 g,30g ,30 g ,30 g,,,,,159,6,15,,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
2133,Probiyotik ayran,Probiotic ayran,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,114,6,6,9,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2134,Yarım yağlı yoğurt,Semi fat yogurt,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,87,6,3,9,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2135,Şeftali,Peach,,,75 g ,75 g ,100 g,100 g ,150 g ,150 g,180 g,180 g,,,,,60,,,15,fruit,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2136,Yeşil mercimek çorbası,Green lentil soup,,," su: 120 ml
yeşil mercimek: 3 g 
soğan: 3 g 
 tuz: 1 g
 zeytinyağı: 2 ml
 havuç: 2 g
 patates: 2 g 
salça: 2 g "," water: 120 ml
green lentil: 3 g 
 onion: 3 g
 salt: 1 g
olive oil: 2 ml 
carrot: 2 g 
 patato: 2 g
 tomato paste: 2 g"," su: 120 ml
yeşil mercimek: 3 g 
soğan: 3 g 
 tuz: 1 g
 zeytinyağı: 2 ml
 havuç: 2 g
 patates: 2 g 
salça: 2 g "," water: 120 ml
green lentil: 3 g 
 onion: 3 g
 salt: 1 g
olive oil: 2 ml 
carrot: 2 g 
 patato: 2 g
 tomato paste: 2 g","su:180 ml 
 yeşil mercimek: 5 g
 soğan: 5 g
 tuz:2 g
 zeytinyağı: 5 ml 
 havuç: 3 g
patates: 3 g 
salça: 3 g ","water: 180 ml
green lentil: 5 g 
onion: 5 g 
salt: 2 g
olive oil: 5 ml
carrot: 3 g
patato: 3 g 
tomato paste: 3 g","su:180 ml 
 yeşil mercimek: 5 g
 soğan: 5 g
 tuz:2 g
 zeytinyağı: 5 ml 
 havuç: 3 g
patates: 3 g 
salça: 3 g ","water: 180 ml
green lentil: 5 g 
onion: 5 g 
salt: 2 g
olive oil: 5 ml
carrot: 3 g
patato: 3 g 
tomato paste: 3 g","Soğanları küçük doğrayıp yağ, salça, tuz ile soteleyin. Havuç ve patatesi ekleyin. Mercimekleri ve suyu ekleyin. Pişince blenderdan geçirin. ","Finely chop the onions and sauté with oil, tomato paste and salt. Add the carrots and potatoes. Add the lentils and water. Pass it through the blender when cooked.",,,113,2,5,15,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2137,Sebze graten,Vegetable gratin,,," kabak: 15 g
 havuç: 10 g
 patates: 15 g
 bezelye: 10 g
süt: 25 ml 
kaşar peynir: 20 g 
 tereyağı: 5 g
 tam buğday unu: 5 g","zucchini:15 g 
 carrot:10 g
patato: 15 g 
 pea: 10 g
milk: 25 ml 
 kashar cheese: 20 g
 butter: 5 g
whole wheat flour: 5 g "," kabak: 15 g
 havuç: 10 g
 patates: 15 g
 bezelye: 10 g
süt: 25 ml 
kaşar peynir: 20 g 
 tereyağı: 5 g
 tam buğday unu: 5 g","zucchini:15 g 
 carrot:10 g
patato: 15 g 
 pea: 10 g
milk: 25 ml 
 kashar cheese: 20 g
 butter: 5 g
whole wheat flour: 5 g ","kabak: 30 g 
havuç: 20 g 
 patates: 30 g
bezelye: 20 g 
 süt: 50 ml
kaşar peynir: 40 g 
 tereyağı: 10 g
 tam buğday unu: 10 g","zucchini: 30 g 
carrot: 20 g
patato: 30 g
pea: 20 g 
milk: 50 ml 
kashar cheese: 40 g
butter: 10 g
whole wheat flour: 10 g","kabak: 30 g 
havuç: 20 g 
 patates: 30 g
bezelye: 20 g 
 süt: 50 ml
kaşar peynir: 40 g 
 tereyağı: 10 g
 tam buğday unu: 10 g","zucchini: 30 g 
carrot: 20 g
patato: 30 g
pea: 20 g 
milk: 50 ml 
kashar cheese: 40 g
butter: 10 g
whole wheat flour: 10 g",Sebzeleri haşlayıp süzün. Beşamel sos hazırlayıp sebzlerin üzerine yayın. Kaşar peyniri üzerine ekleyin. Fırında pişirin.  ,Boil and drain the vegetables. Prepare the bechamel sauce and spread it over the vegetables. Add on the kashar cheese. Bake in the oven.,,,201.5,5,11.5,19.5,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2138,"Dereotlu, peynirli poğaça","Pogaca with dill, cheese",,,"buğday unu: 30 g 
yumurta: 10 g  
yoğurt: 15 g 
 dereotu: 5 g
 kabartma tozu: 1 g
 kaşar peynir: 40 g"," whole wheat flour: 30 g
 egg: 10 g
yoghurt: 15 g 
dill: 5 g 
 baking powder: 1 g
 kashar cheese: 40 g","buğday unu: 30 g 
yumurta: 10 g  
yoğurt: 15 g 
 dereotu: 5 g
 kabartma tozu: 1 g
 kaşar peynir: 40 g","whole wheat flour: 30 g
 egg: 10 g
yoghurt: 15 g 
dill: 5 g 
 baking powder: 1 g
 kashar cheese: 40 g","buğday unu: 60 g 
 yumurta: 20 g
 yoğurt: 30 g
dereotu:10 g 
 kabartma tozu: 2 g
 kaşar peynir: 40 g","whole wheat flour: 60 g 
egg: 20 g
yoghurt: 30 g
dill:10 g
baking powder: 2 g 
kashar cheese: 40 g","buğday unu: 60 g 
 yumurta: 20 g
 yoğurt: 30 g
dereotu:10 g 
 kabartma tozu: 2 g
 kaşar peynir: 40 g","whole wheat flour: 60 g 
egg: 20 g
yoghurt: 30 g
dill:10 g
baking powder: 2 g 
kashar cheese: 40 g","Un, yumurta, yoğurt ve kabartma tozundan bir hamur elde edilir. İnce doğranmış dereotları hamura eklenir. Hamurun arasına kaşar peynir konularak şekil verilir. ","A dough is obtained from flour, egg, yoghurt and baking powder. Finely chopped dill is added to the dough. It is shaped by placing cheddar cheese between the dough.",,,413.3,19.7,9.9,61.35,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2139,Kuru üzüm hoşafı,Raisin compote,,,"100 ml su
75 g kuru üzüm 
10 g şeker","100 ml water 
75 g raisin
10 g sugar","150 ml su
100 g kuru üzüm
10 g şeker","150 ml water
100 g raisin
10 g sugar","200 ml su
150 g kuru üzüm
15 g şeker","200 ml water 
150 g raisin
15 g sugar","200 ml su
180 g kuru üzüm
15 g şeker","200 ml water 
180 g raisin 
15 g sugar ",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,Finely chop the fruit. Boil for 20 minutes with water and sugar.,,,180,,,45,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2140,Tarhana çorbası,Tarhana soup,,,"su: 120 ml 
tarhana:15 g  
 tuz: 1 g
zeytinyağı: 3 ml  
 salça: 2 g"," water: 120 ml
 tarhana: 15 g
 salt: 1 g
olive oil: 3 ml 
tomato paste: 2 g ","su: 120 ml 
tarhana:15 g  
 tuz: 1 g
zeytinyağı: 3 ml  
 salça: 2 g"," water: 120 ml
 tarhana: 15 g
 salt: 1 g
olive oil: 3 ml 
tomato paste: 2 g"," su: 180 ml
 tarhana: 30 g
 tuz: 2 g
zeytinyağı: 5 ml  
 salça: 3 g","water: 180 ml 
tarhana:30 g 
salt: 2 g
olive oil: 5 ml 
tomato paste: 3 g","su: 180 ml
 tarhana: 30 g
 tuz: 2 g
zeytinyağı: 5 ml  
 salça: 3 g","water: 180 ml 
tarhana:30 g 
salt: 2 g
olive oil: 5 ml 
tomato paste: 3 g",Salçayı yağ ile kavurun.  Üzerine tarhana ve suyu ilave edip kaynayana kadar karıştırın. ,Fry the tomato paste with oil. Add tarhana and water and stir until it boils.,,,113,2,5,15,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2141,Sebze köftesi,Vegetable patties,,," yumurta: 30 g
patates: 20 g 
kabak: 20 g 
havuç: 10 g 
tam buğday unu: 25 g 
 zeytinyağı: 5 ml 
 tuz: 1 g
 karabiber:1 g
 pul biber: 1 g","egg: 30 g 
 patato: 20 g
zucchini: 20 g 
carrot: 10 g 
 whole wheat flour: 25 g
 olive oil: 5 ml
 salt: 1 g
 black pepper: 1 g
chili pepper: 1 g ","yumurta: 30 g
patates: 20 g 
kabak: 20 g 
havuç: 10 g 
tam buğday unu: 25 g 
 zeytinyağı: 5 ml 
 tuz: 1 g
 karabiber:1 g
 pul biber: 1 g","egg: 30 g 
 patato: 20 g
zucchini: 20 g 
carrot: 10 g 
 whole wheat flour: 25 g
 olive oil: 5 ml
 salt: 1 g
 black pepper: 1 g
chili pepper: 1 g ","yumurta: 60 g 
 patates: 40 g 
 kabak: 40 g
 havuç: 20 g
 tam buğday unu: 50 g
zeytinyağı: 10 ml 
tuz: 2 g 
 karabiber: 2 g
 pul biber: 2 g","egg: 60 g 
patato: 40 g
zucchini: 40 g 
carrot: 20 g 
whole wheat flour: 50 g
olive oil: 10 ml
salt: 2 g
black pepper: 2 g
chili pepper: 2 g","yumurta: 60 g 
 patates: 40 g 
 kabak: 40 g
 havuç: 20 g
 tam buğday unu: 50 g
zeytinyağı: 10 ml 
tuz: 2 g 
 karabiber: 2 g
 pul biber: 2 g","egg: 60 g 
patato: 40 g
zucchini: 40 g 
carrot: 20 g 
whole wheat flour: 50 g
olive oil: 10 ml
salt: 2 g
black pepper: 2 g
chili pepper: 2 g","Havuç, patates ve kabağı rendeleyin. Tüm malzemeleri karıştırıp yuvarlayın. 180 derecelik fırında 30 dakika pişirin.","Grate the carrot, potato and zucchini. Mix all ingredients and roll. Bake in the oven at 180 degrees for 30 minutes.",,,191,8,15,6,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2142,Kıymalı nohut,Chickpeas with minced meat,,,"nohut: 40 g 
kıyma: 30 g 
soğan: 50 g 
salça: 5 g 
 tuz: 1 g
zeytin yağı: 5 ml ","  chickpeas: 40 g
minced meat: 30 g 
 onion: 50 g
tomato paste: 5 g 
salt: 1 g 
olive oil: 5 ml "," nohut: 40 g 
kıyma: 30 g 
soğan: 50 g 
salça: 5 g 
 tuz: 1 g
zeytin yağı: 5 ml ","  chickpeas: 40 g
minced meat: 30 g 
 onion: 50 g
tomato paste: 5 g 
salt: 1 g 
olive oil: 5 ml ","nohut: 80 g 
 kıyma: 60 g
 soğan: 50 g
 salça: 10 g
 tuz: 2 g
 zeytin yağı: 10 ml","  chickpeas: 80 g
 minced meat: 60 g
 onion: 50 g
 tomato paste: 10 g
 salt: 2 g
 olive oil: 10 ml","nohut: 80 g 
 kıyma: 60 g
 soğan: 50 g
 salça: 10 g
 tuz: 2 g
 zeytin yağı: 10 ml","  chickpeas: 80 g
 minced meat: 60 g
 onion: 50 g
 tomato paste: 10 g
 salt: 2 g
 olive oil: 10 ml","1 gün önceden nohutları ıslat. Tencerede yağ, salça, tuz, soğan ve kıymayı pişir. Üzerine nohutları ve suyu ekle. 30 dakika pişir. ","Soak the chickpeas 1 day in advance. Cook oil, tomato paste, salt, onion and minced meat in a saucepan. Add the chickpeas and water. Bake for 30 minutes.",,,330,15,20,22.5,second,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2143,Sebzeli bulgur pilavı,Bulgur pilaf with vegetables,,," bulgur: 25 g
domates: 55 g 
 yeşil biber: 10 g
 patlıcan: 20 g
 soğan: 10 g
 zeytinyağı: 5 ml
tuz: 1 g "," bulgur: 25 g
 tomato: 55 g
 green peper: 10 g
 eggplant: 20 g
 onion: 10 g
 olive oil: 5 ml
salt: 1 g "," bulgur: 25 g
domates: 55 g 
 yeşil biber: 10 g
 patlıcan: 20 g
 soğan: 10 g
 zeytinyağı: 5 ml
tuz: 1 g "," bulgur: 25 g
 tomato: 55 g
 green peper: 10 g
 eggplant: 20 g
 onion: 10 g
 olive oil: 5 ml
salt: 1 g "," bulgur:50 g
 domates: 110 g
 yeşil biber: 20 g
 patlıcan: 40 g
 soğan: 20 g
zeytinyağı:10 ml 
tuz: 2 g 
","bulgur: 50 g 
tomato: 110 g 
green peper: 20 g 
eggplant: 40 g
onion: 20 g
olive oil: 10 ml 
salt: 2 g "," bulgur:50 g
 domates: 110 g
 yeşil biber: 20 g
 patlıcan: 40 g
 soğan: 20 g
zeytinyağı:10 ml 
tuz: 2 g 
","bulgur: 50 g 
tomato: 110 g 
green peper: 20 g 
eggplant: 40 g
onion: 20 g
olive oil: 10 ml 
salt: 2 g",Tüm sebzeleri yağ ile soteleyin.Üzerine bulgur ve su ilave edin. 15 dakika pişirin. ,Saute all vegetables with oil. Add bulgur and water on it. Bake for 15 minutes.,,,292,7,10,43.5,second,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2144,Kıymalı karnabahar,Cauliflower with minced meat,,," karnabahar: 100 g
 kıyma: 30 g
 soğan: 50 g
 salça: 5 g
 tuz: 1 g
 zeytinyağı: 5 ml"," cauiflower: 100 g
 minced meat: 30 g
onion: 50 g 
tomato paste: 5 g 
 salt: 1 g
olive oil: 5 ml "," karnabahar: 100 g
 kıyma: 30 g
 soğan: 50 g
 salça: 5 g
 tuz: 1 g
 zeytinyağı: 5 ml"," cauiflower: 100 g
 minced meat: 30 g
onion: 50 g 
tomato paste: 5 g 
 salt: 1 g
olive oil: 5 ml ","karnabahar: 150 g 
 kıyma: 60 g
 soğan: 75 g
 salça: 10 g
 tuz: 2 g
zeytinyağı: 10 ml ","cauliflower: 150 g 
minced meat: 60 g 
onion: 75 g
tomato paste: 10 g
salt: 2 g
olive oil: 10 ml","karnabahar: 150 g 
 kıyma: 60 g
 soğan: 75 g
 salça: 10 g
 tuz: 2 g
zeytinyağı: 10 ml ","cauliflower: 150 g 
minced meat: 60 g 
onion: 75 g
tomato paste: 10 g
salt: 2 g
olive oil: 10 ml","Soğan, tuz, salça, zeytinyağı ve kıymayı soteleyin. Üzerine karnabaharları ve suyu ekleyin. 25 dakika pişirin.  ","Saute the onion, salt, tomato paste, olive oil and minced meat. Add cauliflower and water to it. Bake for 25 minutes.",,,276,15,20,9,second,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2145,Yağlı cacık,Cacık with oil,,," yoğurt: 100 ml
 dereotu: 50 g
zeytinyağı: 5 ml 
 tuz: 1 g
 su: 25 ml","yogurt: 100 ml 
 dill: 50 g
 olive oil: 5 ml
 salt: 1 g
water: 25 ml ","yoğurt: 150 ml
 dereotu: 50 g
zeytinyağı: 5 ml 
 tuz: 1 g
 su: 25 ml","yogurt: 150 ml 
 dill: 50 g
 olive oil: 5 ml
 salt: 1 g
water: 25 ml "," yoğurt: 200 ml
dereotu: 75 g 
zeytinyağı: 10 ml 
 tuz: 2 g
 su: 50 ml","yogurt: 200 ml 
dill: 75 g 
olive oil: 10 ml
salt: 2 g
water: 50 ml"," yoğurt: 200 ml
dereotu: 75 g 
zeytinyağı: 10 ml 
 tuz: 2 g
 su: 50 ml","yogurt: 200 ml 
dill: 75 g 
olive oil: 10 ml
salt: 2 g
water: 50 ml","Yoğurt, tuz ve suyu bir kasede çırp. Üzerine ince kıyılmış dereotu ve zeytinyağını ekle, karıştır.  ","Whisk yogurt, salt and water in a bowl. Add finely chopped dill and olive oil, mix.",,,342,18,26,9,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2146,Pırasalı börek,Pastry with leek,,," pırasa: 100 g
 salça: 5 g
 ayçiçek yağı: 5 ml
 yufka: 25 g 
 tuz: 1 g"," leek: 100 g
 tomato paste: 5 g
 sunflower oil: 5 ml
 phyllo dough: 25 g 
salt:1 g "," pırasa: 100 g
 salça: 5 g
 ayçiçek yağı: 5 ml
 yufka: 40 g 
 tuz: 1 g"," leek: 100 g
 tomato paste: 5 g
 sunflower oil: 5 ml
 phyllo dough: 40 g 
salt:1 g ","pırasa: 150 g 
salça: 10 g 
 ayçiçek yağı: 10 ml
 yufka: 50 g
 tuz: 2 g","leek: 150 g 
tomato paste: 10 g
sunflower oil: 10 ml
phyllo dough: 50 g
salt: 2 g ","pırasa: 150 g 
salça: 10 g 
 ayçiçek yağı: 10 ml
 yufka: 50 g
 tuz: 2 g","leek: 150 g 
tomato paste: 10 g
sunflower oil: 10 ml
phyllo dough: 50 g
salt: 2 g "," Pırasaları ince doğrayıp, salça ve tuz ile pişirin. Yufkaları sıvı yağ ile ıslatın. Pişirdiğiniz karışımı yufkaların arasına koyup sarın. ",Finely chop the leeks and cook with tomato paste and salt. Wet the phyllo with oil. Put the cooked mixture between the phyllo and wrap it.,,,258,6,10,36,second,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2147,Elma kompostosu,Apple compote,,,"100 ml su
75 g elma
10 g şeker","100 ml water 
75 g apple
10 g sugar","150 ml su
100 g elma
10 g şeker","150 ml water
100 g apple
10 g sugar","200 ml su
150 g elma
15 g şeker","200 ml water 
150 g apple
15 g sugar","200 ml su
180 g elma
15 g şeker","200 ml water 
180 g apple 
15 g sugar",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,Finely chop the fruit. Boil for 20 minutes with water and sugar.,,,180,,,45,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2148,Zeytinyağlı kabak,Zucchini with olive oil,,,"kabak: 100 g 
 dereotu: 10 g
 soğan: 10 g
 zeytinyağı: 5 ml
 tuz: 1 g
","zucchini: 100 g 
 dill: 10 g
onion: 10 g 
 olive oil: 5 ml
 salt: 1 g
","kabak: 100 g 
 dereotu: 10 g
 soğan: 10 g
 zeytinyağı: 5 ml
 tuz: 1 g
","zucchini: 100 g 
 dill: 10 g
onion: 10 g 
 olive oil: 5 ml
 salt: 1 g","kabak: 150 g 
 dereotu: 20 g
soğan: 20 g 
zeytinyağı: 10 ml 
tuz: 2 g 
","zucchini: 150 g
dill: 20 g
onion: 20 g 
olive oil: 10 ml
salt: 2 g 
","kabak: 150 g 
 dereotu: 20 g
soğan: 20 g 
zeytinyağı: 10 ml 
tuz: 2 g ","zucchini: 150 g
dill: 20 g
onion: 20 g 
olive oil: 10 ml
salt: 2 g ",Soğanları zeytinyağı ile soteleyin. Kabakları küp şeklinde doğrayıp ekleyin. Üzerine su ve dereotu ekleyerek 20 dakika pişirin. ,Saute the onions with olive oil. Cut the zucchini into cubes and add. Add water and dill and cook for 20 minutes.,,,122,2,10,6,second,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
